"GEOID","tract","county","state","variable","indicator","value"
"13133950500","Census Tract 9505","Greene County","Georgia","B02001_003","estimate",496
"13135050103","Census Tract 501.03","Gwinnett County","Georgia","B02001_001","estimate",10603
"13135050103","Census Tract 501.03","Gwinnett County","Georgia","B02001_003","estimate",1213
"13135050105","Census Tract 501.05","Gwinnett County","Georgia","B02001_001","estimate",3720
"13135050105","Census Tract 501.05","Gwinnett County","Georgia","B02001_003","estimate",586
"13135050106","Census Tract 501.06","Gwinnett County","Georgia","B02001_001","estimate",12038
"13135050106","Census Tract 501.06","Gwinnett County","Georgia","B02001_003","estimate",1228
"13135050107","Census Tract 501.07","Gwinnett County","Georgia","B02001_001","estimate",7448
"13135050107","Census Tract 501.07","Gwinnett County","Georgia","B02001_003","estimate",947
"13135050108","Census Tract 501.08","Gwinnett County","Georgia","B02001_001","estimate",9690
"13135050108","Census Tract 501.08","Gwinnett County","Georgia","B02001_003","estimate",900
"13135050109","Census Tract 501.09","Gwinnett County","Georgia","B02001_001","estimate",7930
"13135050109","Census Tract 501.09","Gwinnett County","Georgia","B02001_003","estimate",1339
"13135050205","Census Tract 502.05","Gwinnett County","Georgia","B02001_001","estimate",4326
"13135050205","Census Tract 502.05","Gwinnett County","Georgia","B02001_003","estimate",991
"13135050208","Census Tract 502.08","Gwinnett County","Georgia","B02001_001","estimate",6582
"13135050208","Census Tract 502.08","Gwinnett County","Georgia","B02001_003","estimate",1579
"13135050209","Census Tract 502.09","Gwinnett County","Georgia","B02001_001","estimate",9679
"13135050209","Census Tract 502.09","Gwinnett County","Georgia","B02001_003","estimate",2289
"13135050210","Census Tract 502.10","Gwinnett County","Georgia","B02001_001","estimate",6982
"13135050210","Census Tract 502.10","Gwinnett County","Georgia","B02001_003","estimate",1104
"13135050211","Census Tract 502.11","Gwinnett County","Georgia","B02001_001","estimate",5491
"13135050211","Census Tract 502.11","Gwinnett County","Georgia","B02001_003","estimate",1465
"13135050212","Census Tract 502.12","Gwinnett County","Georgia","B02001_001","estimate",13365
"13135050212","Census Tract 502.12","Gwinnett County","Georgia","B02001_003","estimate",946
"13135050213","Census Tract 502.13","Gwinnett County","Georgia","B02001_001","estimate",13126
"13135050213","Census Tract 502.13","Gwinnett County","Georgia","B02001_003","estimate",1700
"13135050214","Census Tract 502.14","Gwinnett County","Georgia","B02001_001","estimate",8781
"13135050214","Census Tract 502.14","Gwinnett County","Georgia","B02001_003","estimate",1296
"13135050215","Census Tract 502.15","Gwinnett County","Georgia","B02001_001","estimate",3420
"13135050215","Census Tract 502.15","Gwinnett County","Georgia","B02001_003","estimate",777
"13135050216","Census Tract 502.16","Gwinnett County","Georgia","B02001_001","estimate",8986
"13135050216","Census Tract 502.16","Gwinnett County","Georgia","B02001_003","estimate",881
"13135050217","Census Tract 502.17","Gwinnett County","Georgia","B02001_001","estimate",10552
"13135050217","Census Tract 502.17","Gwinnett County","Georgia","B02001_003","estimate",2100
"13135050218","Census Tract 502.18","Gwinnett County","Georgia","B02001_001","estimate",4046
"13135050218","Census Tract 502.18","Gwinnett County","Georgia","B02001_003","estimate",486
"13135050219","Census Tract 502.19","Gwinnett County","Georgia","B02001_001","estimate",3859
"13135050219","Census Tract 502.19","Gwinnett County","Georgia","B02001_003","estimate",1168
"13135050220","Census Tract 502.20","Gwinnett County","Georgia","B02001_001","estimate",6031
"13135050220","Census Tract 502.20","Gwinnett County","Georgia","B02001_003","estimate",2099
"13135050304","Census Tract 503.04","Gwinnett County","Georgia","B02001_001","estimate",5237
"13135050304","Census Tract 503.04","Gwinnett County","Georgia","B02001_003","estimate",1376
"13135050306","Census Tract 503.06","Gwinnett County","Georgia","B02001_001","estimate",4448
"13135050306","Census Tract 503.06","Gwinnett County","Georgia","B02001_003","estimate",433
"13135050308","Census Tract 503.08","Gwinnett County","Georgia","B02001_001","estimate",3955
"13135050308","Census Tract 503.08","Gwinnett County","Georgia","B02001_003","estimate",210
"13135050309","Census Tract 503.09","Gwinnett County","Georgia","B02001_001","estimate",8496
"13135050309","Census Tract 503.09","Gwinnett County","Georgia","B02001_003","estimate",2050
"13135050310","Census Tract 503.10","Gwinnett County","Georgia","B02001_001","estimate",5890
"13135050310","Census Tract 503.10","Gwinnett County","Georgia","B02001_003","estimate",1428
"13135050311","Census Tract 503.11","Gwinnett County","Georgia","B02001_001","estimate",2722
"13135050311","Census Tract 503.11","Gwinnett County","Georgia","B02001_003","estimate",474
"13135050313","Census Tract 503.13","Gwinnett County","Georgia","B02001_001","estimate",8538
"13135050313","Census Tract 503.13","Gwinnett County","Georgia","B02001_003","estimate",1896
"13135050314","Census Tract 503.14","Gwinnett County","Georgia","B02001_001","estimate",10004
"13135050314","Census Tract 503.14","Gwinnett County","Georgia","B02001_003","estimate",2654
"13135050315","Census Tract 503.15","Gwinnett County","Georgia","B02001_001","estimate",5662
"13135050315","Census Tract 503.15","Gwinnett County","Georgia","B02001_003","estimate",2026
"13135050317","Census Tract 503.17","Gwinnett County","Georgia","B02001_001","estimate",3819
"13135050317","Census Tract 503.17","Gwinnett County","Georgia","B02001_003","estimate",1412
"13135050318","Census Tract 503.18","Gwinnett County","Georgia","B02001_001","estimate",2866
"13135050318","Census Tract 503.18","Gwinnett County","Georgia","B02001_003","estimate",1433
"13135050319","Census Tract 503.19","Gwinnett County","Georgia","B02001_001","estimate",6719
"13135050319","Census Tract 503.19","Gwinnett County","Georgia","B02001_003","estimate",1540
"13135050320","Census Tract 503.20","Gwinnett County","Georgia","B02001_001","estimate",5812
"13135050320","Census Tract 503.20","Gwinnett County","Georgia","B02001_003","estimate",923
"13135050321","Census Tract 503.21","Gwinnett County","Georgia","B02001_001","estimate",4712
"13135050321","Census Tract 503.21","Gwinnett County","Georgia","B02001_003","estimate",82
"13135050322","Census Tract 503.22","Gwinnett County","Georgia","B02001_001","estimate",4868
"13135050322","Census Tract 503.22","Gwinnett County","Georgia","B02001_003","estimate",39
"13135050410","Census Tract 504.10","Gwinnett County","Georgia","B02001_001","estimate",6002
"13135050410","Census Tract 504.10","Gwinnett County","Georgia","B02001_003","estimate",1234
"13135050415","Census Tract 504.15","Gwinnett County","Georgia","B02001_001","estimate",3763
"13135050415","Census Tract 504.15","Gwinnett County","Georgia","B02001_003","estimate",1935
"13135050416","Census Tract 504.16","Gwinnett County","Georgia","B02001_001","estimate",3453
"13135050416","Census Tract 504.16","Gwinnett County","Georgia","B02001_003","estimate",2069
"13135050417","Census Tract 504.17","Gwinnett County","Georgia","B02001_001","estimate",6030
"13135050417","Census Tract 504.17","Gwinnett County","Georgia","B02001_003","estimate",1306
"13135050418","Census Tract 504.18","Gwinnett County","Georgia","B02001_001","estimate",7013
"13135050418","Census Tract 504.18","Gwinnett County","Georgia","B02001_003","estimate",1516
"13135050419","Census Tract 504.19","Gwinnett County","Georgia","B02001_001","estimate",7619
"13135050419","Census Tract 504.19","Gwinnett County","Georgia","B02001_003","estimate",1363
"13135050421","Census Tract 504.21","Gwinnett County","Georgia","B02001_001","estimate",7734
"13135050421","Census Tract 504.21","Gwinnett County","Georgia","B02001_003","estimate",2446
"13135050422","Census Tract 504.22","Gwinnett County","Georgia","B02001_001","estimate",8314
"13135050422","Census Tract 504.22","Gwinnett County","Georgia","B02001_003","estimate",1592
"13135050423","Census Tract 504.23","Gwinnett County","Georgia","B02001_001","estimate",7306
"13135050423","Census Tract 504.23","Gwinnett County","Georgia","B02001_003","estimate",2179
"13135050424","Census Tract 504.24","Gwinnett County","Georgia","B02001_001","estimate",7727
"13135050424","Census Tract 504.24","Gwinnett County","Georgia","B02001_003","estimate",1881
"13135050425","Census Tract 504.25","Gwinnett County","Georgia","B02001_001","estimate",5432
"13135050425","Census Tract 504.25","Gwinnett County","Georgia","B02001_003","estimate",772
"13135050426","Census Tract 504.26","Gwinnett County","Georgia","B02001_001","estimate",6804
"13135050426","Census Tract 504.26","Gwinnett County","Georgia","B02001_003","estimate",1150
"13135050427","Census Tract 504.27","Gwinnett County","Georgia","B02001_001","estimate",6452
"13135050427","Census Tract 504.27","Gwinnett County","Georgia","B02001_003","estimate",707
"13135050428","Census Tract 504.28","Gwinnett County","Georgia","B02001_001","estimate",6445
"13135050428","Census Tract 504.28","Gwinnett County","Georgia","B02001_003","estimate",994
"13135050429","Census Tract 504.29","Gwinnett County","Georgia","B02001_001","estimate",7329
"13135050429","Census Tract 504.29","Gwinnett County","Georgia","B02001_003","estimate",1460
"13135050430","Census Tract 504.30","Gwinnett County","Georgia","B02001_001","estimate",5422
"13135050430","Census Tract 504.30","Gwinnett County","Georgia","B02001_003","estimate",1410
"13135050431","Census Tract 504.31","Gwinnett County","Georgia","B02001_001","estimate",8398
"13135050431","Census Tract 504.31","Gwinnett County","Georgia","B02001_003","estimate",3045
"13135050432","Census Tract 504.32","Gwinnett County","Georgia","B02001_001","estimate",6166
"13135050432","Census Tract 504.32","Gwinnett County","Georgia","B02001_003","estimate",1329
"13135050433","Census Tract 504.33","Gwinnett County","Georgia","B02001_001","estimate",2453
"13135050433","Census Tract 504.33","Gwinnett County","Georgia","B02001_003","estimate",623
"13135050434","Census Tract 504.34","Gwinnett County","Georgia","B02001_001","estimate",8175
"13135050434","Census Tract 504.34","Gwinnett County","Georgia","B02001_003","estimate",1173
"13135050435","Census Tract 504.35","Gwinnett County","Georgia","B02001_001","estimate",3449
"13135050435","Census Tract 504.35","Gwinnett County","Georgia","B02001_003","estimate",668
"13135050436","Census Tract 504.36","Gwinnett County","Georgia","B02001_001","estimate",7520
"13135050436","Census Tract 504.36","Gwinnett County","Georgia","B02001_003","estimate",2266
"13135050511","Census Tract 505.11","Gwinnett County","Georgia","B02001_001","estimate",11712
"13135050511","Census Tract 505.11","Gwinnett County","Georgia","B02001_003","estimate",3298
"13135050520","Census Tract 505.20","Gwinnett County","Georgia","B02001_001","estimate",4907
"13135050520","Census Tract 505.20","Gwinnett County","Georgia","B02001_003","estimate",1823
"13135050521","Census Tract 505.21","Gwinnett County","Georgia","B02001_001","estimate",5798
"13135050521","Census Tract 505.21","Gwinnett County","Georgia","B02001_003","estimate",1437
"13135050522","Census Tract 505.22","Gwinnett County","Georgia","B02001_001","estimate",5269
"13135050522","Census Tract 505.22","Gwinnett County","Georgia","B02001_003","estimate",1737
"13135050523","Census Tract 505.23","Gwinnett County","Georgia","B02001_001","estimate",7603
"13135050523","Census Tract 505.23","Gwinnett County","Georgia","B02001_003","estimate",2885
"13135050524","Census Tract 505.24","Gwinnett County","Georgia","B02001_001","estimate",6155
"13135050524","Census Tract 505.24","Gwinnett County","Georgia","B02001_003","estimate",1664
"13135050525","Census Tract 505.25","Gwinnett County","Georgia","B02001_001","estimate",8606
"13135050525","Census Tract 505.25","Gwinnett County","Georgia","B02001_003","estimate",1456
"13135050526","Census Tract 505.26","Gwinnett County","Georgia","B02001_001","estimate",4672
"13135050526","Census Tract 505.26","Gwinnett County","Georgia","B02001_003","estimate",1166
"13135050527","Census Tract 505.27","Gwinnett County","Georgia","B02001_001","estimate",6391
"13135050527","Census Tract 505.27","Gwinnett County","Georgia","B02001_003","estimate",1392
"13135050528","Census Tract 505.28","Gwinnett County","Georgia","B02001_001","estimate",5100
"13135050528","Census Tract 505.28","Gwinnett County","Georgia","B02001_003","estimate",834
"13135050529","Census Tract 505.29","Gwinnett County","Georgia","B02001_001","estimate",4144
"13135050529","Census Tract 505.29","Gwinnett County","Georgia","B02001_003","estimate",747
"13135050530","Census Tract 505.30","Gwinnett County","Georgia","B02001_001","estimate",6126
"13135050530","Census Tract 505.30","Gwinnett County","Georgia","B02001_003","estimate",1127
"13135050531","Census Tract 505.31","Gwinnett County","Georgia","B02001_001","estimate",9053
"13135050531","Census Tract 505.31","Gwinnett County","Georgia","B02001_003","estimate",2883
"13135050532","Census Tract 505.32","Gwinnett County","Georgia","B02001_001","estimate",7939
"13135050532","Census Tract 505.32","Gwinnett County","Georgia","B02001_003","estimate",2486
"13135050533","Census Tract 505.33","Gwinnett County","Georgia","B02001_001","estimate",8220
"13135050533","Census Tract 505.33","Gwinnett County","Georgia","B02001_003","estimate",1843
"13135050534","Census Tract 505.34","Gwinnett County","Georgia","B02001_001","estimate",8522
"13135050534","Census Tract 505.34","Gwinnett County","Georgia","B02001_003","estimate",2253
"13135050535","Census Tract 505.35","Gwinnett County","Georgia","B02001_001","estimate",7561
"13135050535","Census Tract 505.35","Gwinnett County","Georgia","B02001_003","estimate",2638
"13135050536","Census Tract 505.36","Gwinnett County","Georgia","B02001_001","estimate",5007
"13135050536","Census Tract 505.36","Gwinnett County","Georgia","B02001_003","estimate",1653
"13135050537","Census Tract 505.37","Gwinnett County","Georgia","B02001_001","estimate",5083
"13135050537","Census Tract 505.37","Gwinnett County","Georgia","B02001_003","estimate",2588
"13135050538","Census Tract 505.38","Gwinnett County","Georgia","B02001_001","estimate",7920
"13135050538","Census Tract 505.38","Gwinnett County","Georgia","B02001_003","estimate",1400
"13135050539","Census Tract 505.39","Gwinnett County","Georgia","B02001_001","estimate",5515
"13135050539","Census Tract 505.39","Gwinnett County","Georgia","B02001_003","estimate",1955
"13135050540","Census Tract 505.40","Gwinnett County","Georgia","B02001_001","estimate",6735
"13135050540","Census Tract 505.40","Gwinnett County","Georgia","B02001_003","estimate",2728
"13135050541","Census Tract 505.41","Gwinnett County","Georgia","B02001_001","estimate",5758
"13135050541","Census Tract 505.41","Gwinnett County","Georgia","B02001_003","estimate",2129
"13135050542","Census Tract 505.42","Gwinnett County","Georgia","B02001_001","estimate",5540
"13135050542","Census Tract 505.42","Gwinnett County","Georgia","B02001_003","estimate",2311
"13135050543","Census Tract 505.43","Gwinnett County","Georgia","B02001_001","estimate",6754
"13135050543","Census Tract 505.43","Gwinnett County","Georgia","B02001_003","estimate",2445
"13135050544","Census Tract 505.44","Gwinnett County","Georgia","B02001_001","estimate",12379
"13135050544","Census Tract 505.44","Gwinnett County","Georgia","B02001_003","estimate",3376
"13135050545","Census Tract 505.45","Gwinnett County","Georgia","B02001_001","estimate",12596
"13135050545","Census Tract 505.45","Gwinnett County","Georgia","B02001_003","estimate",5188
"13135050546","Census Tract 505.46","Gwinnett County","Georgia","B02001_001","estimate",16249
"13135050546","Census Tract 505.46","Gwinnett County","Georgia","B02001_003","estimate",7385
"13135050547","Census Tract 505.47","Gwinnett County","Georgia","B02001_001","estimate",7993
"13135050547","Census Tract 505.47","Gwinnett County","Georgia","B02001_003","estimate",1754
"13135050548","Census Tract 505.48","Gwinnett County","Georgia","B02001_001","estimate",11031
"13135050548","Census Tract 505.48","Gwinnett County","Georgia","B02001_003","estimate",2802
"13135050549","Census Tract 505.49","Gwinnett County","Georgia","B02001_001","estimate",5256
"13135050549","Census Tract 505.49","Gwinnett County","Georgia","B02001_003","estimate",1057
"13135050605","Census Tract 506.05","Gwinnett County","Georgia","B02001_001","estimate",15160
"13135050605","Census Tract 506.05","Gwinnett County","Georgia","B02001_003","estimate",1933
"13135050606","Census Tract 506.06","Gwinnett County","Georgia","B02001_001","estimate",25316
"13135050606","Census Tract 506.06","Gwinnett County","Georgia","B02001_003","estimate",6013
"13135050607","Census Tract 506.07","Gwinnett County","Georgia","B02001_001","estimate",18016
"13135050607","Census Tract 506.07","Gwinnett County","Georgia","B02001_003","estimate",4258
"13135050608","Census Tract 506.08","Gwinnett County","Georgia","B02001_001","estimate",17889
"13135050608","Census Tract 506.08","Gwinnett County","Georgia","B02001_003","estimate",4700
"13135050609","Census Tract 506.09","Gwinnett County","Georgia","B02001_001","estimate",12137
"13135050609","Census Tract 506.09","Gwinnett County","Georgia","B02001_003","estimate",1648
"13135050610","Census Tract 506.10","Gwinnett County","Georgia","B02001_001","estimate",17820
"13135050610","Census Tract 506.10","Gwinnett County","Georgia","B02001_003","estimate",2858
"13135050709","Census Tract 507.09","Gwinnett County","Georgia","B02001_001","estimate",12864
"13135050709","Census Tract 507.09","Gwinnett County","Georgia","B02001_003","estimate",7568
"13135050712","Census Tract 507.12","Gwinnett County","Georgia","B02001_001","estimate",7012
"13135050712","Census Tract 507.12","Gwinnett County","Georgia","B02001_003","estimate",1000
"13135050713","Census Tract 507.13","Gwinnett County","Georgia","B02001_001","estimate",7430
"13135050713","Census Tract 507.13","Gwinnett County","Georgia","B02001_003","estimate",1524
"13135050714","Census Tract 507.14","Gwinnett County","Georgia","B02001_001","estimate",5471
"13135050714","Census Tract 507.14","Gwinnett County","Georgia","B02001_003","estimate",1433
"13135050715","Census Tract 507.15","Gwinnett County","Georgia","B02001_001","estimate",5890
"13135050715","Census Tract 507.15","Gwinnett County","Georgia","B02001_003","estimate",963
"13135050718","Census Tract 507.18","Gwinnett County","Georgia","B02001_001","estimate",8383
"13135050718","Census Tract 507.18","Gwinnett County","Georgia","B02001_003","estimate",1473
"13135050719","Census Tract 507.19","Gwinnett County","Georgia","B02001_001","estimate",5396
"13135050719","Census Tract 507.19","Gwinnett County","Georgia","B02001_003","estimate",2969
"13135050720","Census Tract 507.20","Gwinnett County","Georgia","B02001_001","estimate",7518
"13135050720","Census Tract 507.20","Gwinnett County","Georgia","B02001_003","estimate",1490
"13135050721","Census Tract 507.21","Gwinnett County","Georgia","B02001_001","estimate",8608
"13135050721","Census Tract 507.21","Gwinnett County","Georgia","B02001_003","estimate",3457
"13135050722","Census Tract 507.22","Gwinnett County","Georgia","B02001_001","estimate",3353
"13135050722","Census Tract 507.22","Gwinnett County","Georgia","B02001_003","estimate",1598
"13135050723","Census Tract 507.23","Gwinnett County","Georgia","B02001_001","estimate",7988
"13135050723","Census Tract 507.23","Gwinnett County","Georgia","B02001_003","estimate",4881
"13135050724","Census Tract 507.24","Gwinnett County","Georgia","B02001_001","estimate",15785
"13135050724","Census Tract 507.24","Gwinnett County","Georgia","B02001_003","estimate",5865
"13135050725","Census Tract 507.25","Gwinnett County","Georgia","B02001_001","estimate",6005
"13135050725","Census Tract 507.25","Gwinnett County","Georgia","B02001_003","estimate",3233
"13135050726","Census Tract 507.26","Gwinnett County","Georgia","B02001_001","estimate",9440
"13135050726","Census Tract 507.26","Gwinnett County","Georgia","B02001_003","estimate",2073
"13135050727","Census Tract 507.27","Gwinnett County","Georgia","B02001_001","estimate",10872
"13135050727","Census Tract 507.27","Gwinnett County","Georgia","B02001_003","estimate",2773
"13135050728","Census Tract 507.28","Gwinnett County","Georgia","B02001_001","estimate",14273
"13135050728","Census Tract 507.28","Gwinnett County","Georgia","B02001_003","estimate",8498
"13135050729","Census Tract 507.29","Gwinnett County","Georgia","B02001_001","estimate",3168
"13135050729","Census Tract 507.29","Gwinnett County","Georgia","B02001_003","estimate",1622
"13135050730","Census Tract 507.30","Gwinnett County","Georgia","B02001_001","estimate",7531
"13135050730","Census Tract 507.30","Gwinnett County","Georgia","B02001_003","estimate",2892
"13135050731","Census Tract 507.31","Gwinnett County","Georgia","B02001_001","estimate",9914
"13135050731","Census Tract 507.31","Gwinnett County","Georgia","B02001_003","estimate",4707
"13137000100","Census Tract 1","Habersham County","Georgia","B02001_001","estimate",3630
"13137000100","Census Tract 1","Habersham County","Georgia","B02001_003","estimate",10
"13137000201","Census Tract 2.01","Habersham County","Georgia","B02001_001","estimate",4158
"13137000201","Census Tract 2.01","Habersham County","Georgia","B02001_003","estimate",21
"13137000202","Census Tract 2.02","Habersham County","Georgia","B02001_001","estimate",5440
"13137000202","Census Tract 2.02","Habersham County","Georgia","B02001_003","estimate",129
"13137000300","Census Tract 3","Habersham County","Georgia","B02001_001","estimate",3938
"13137000300","Census Tract 3","Habersham County","Georgia","B02001_003","estimate",116
"13137000400","Census Tract 4","Habersham County","Georgia","B02001_001","estimate",5294
"13137000400","Census Tract 4","Habersham County","Georgia","B02001_003","estimate",35
"13137000500","Census Tract 5","Habersham County","Georgia","B02001_001","estimate",6657
"13137000500","Census Tract 5","Habersham County","Georgia","B02001_003","estimate",268
"13137000601","Census Tract 6.01","Habersham County","Georgia","B02001_001","estimate",6106
"13137000601","Census Tract 6.01","Habersham County","Georgia","B02001_003","estimate",617
"13137000602","Census Tract 6.02","Habersham County","Georgia","B02001_001","estimate",8501
"13137000602","Census Tract 6.02","Habersham County","Georgia","B02001_003","estimate",237
"13139000101","Census Tract 1.01","Hall County","Georgia","B02001_001","estimate",4785
"13139000101","Census Tract 1.01","Hall County","Georgia","B02001_003","estimate",353
"13139000102","Census Tract 1.02","Hall County","Georgia","B02001_001","estimate",3328
"13139000102","Census Tract 1.02","Hall County","Georgia","B02001_003","estimate",96
"13139000201","Census Tract 2.01","Hall County","Georgia","B02001_001","estimate",5649
"13139000201","Census Tract 2.01","Hall County","Georgia","B02001_003","estimate",36
"13139000203","Census Tract 2.03","Hall County","Georgia","B02001_001","estimate",4263
"13139000203","Census Tract 2.03","Hall County","Georgia","B02001_003","estimate",0
"13139000204","Census Tract 2.04","Hall County","Georgia","B02001_001","estimate",4185
"13139000204","Census Tract 2.04","Hall County","Georgia","B02001_003","estimate",0
"13139000302","Census Tract 3.02","Hall County","Georgia","B02001_001","estimate",7229
"13139000302","Census Tract 3.02","Hall County","Georgia","B02001_003","estimate",127
"13139000303","Census Tract 3.03","Hall County","Georgia","B02001_001","estimate",2600
"13139000303","Census Tract 3.03","Hall County","Georgia","B02001_003","estimate",0
"13139000304","Census Tract 3.04","Hall County","Georgia","B02001_001","estimate",3588
"13139000304","Census Tract 3.04","Hall County","Georgia","B02001_003","estimate",66
"13139000305","Census Tract 3.05","Hall County","Georgia","B02001_001","estimate",4945
"13139000305","Census Tract 3.05","Hall County","Georgia","B02001_003","estimate",250
"13139000400","Census Tract 4","Hall County","Georgia","B02001_001","estimate",6332
"13139000400","Census Tract 4","Hall County","Georgia","B02001_003","estimate",445
"13139000500","Census Tract 5","Hall County","Georgia","B02001_001","estimate",7362
"13139000500","Census Tract 5","Hall County","Georgia","B02001_003","estimate",340
"13139000600","Census Tract 6","Hall County","Georgia","B02001_001","estimate",5676
"13139000600","Census Tract 6","Hall County","Georgia","B02001_003","estimate",543
"13139000701","Census Tract 7.01","Hall County","Georgia","B02001_001","estimate",6892
"13139000701","Census Tract 7.01","Hall County","Georgia","B02001_003","estimate",2265
"13139000702","Census Tract 7.02","Hall County","Georgia","B02001_001","estimate",5511
"13139000702","Census Tract 7.02","Hall County","Georgia","B02001_003","estimate",372
"13139000800","Census Tract 8","Hall County","Georgia","B02001_001","estimate",3555
"13139000800","Census Tract 8","Hall County","Georgia","B02001_003","estimate",1223
"13139000900","Census Tract 9","Hall County","Georgia","B02001_001","estimate",5466
"13139000900","Census Tract 9","Hall County","Georgia","B02001_003","estimate",431
"13139001002","Census Tract 10.02","Hall County","Georgia","B02001_001","estimate",7738
"13139001002","Census Tract 10.02","Hall County","Georgia","B02001_003","estimate",319
"13139001003","Census Tract 10.03","Hall County","Georgia","B02001_001","estimate",6813
"13139001003","Census Tract 10.03","Hall County","Georgia","B02001_003","estimate",917
"13139001004","Census Tract 10.04","Hall County","Georgia","B02001_001","estimate",3075
"13139001004","Census Tract 10.04","Hall County","Georgia","B02001_003","estimate",501
"13139001101","Census Tract 11.01","Hall County","Georgia","B02001_001","estimate",5257
"13139001101","Census Tract 11.01","Hall County","Georgia","B02001_003","estimate",328
"13139001102","Census Tract 11.02","Hall County","Georgia","B02001_001","estimate",4428
"13139001102","Census Tract 11.02","Hall County","Georgia","B02001_003","estimate",112
"13139001201","Census Tract 12.01","Hall County","Georgia","B02001_001","estimate",7790
"13139001201","Census Tract 12.01","Hall County","Georgia","B02001_003","estimate",1072
"13139001202","Census Tract 12.02","Hall County","Georgia","B02001_001","estimate",6342
"13139001202","Census Tract 12.02","Hall County","Georgia","B02001_003","estimate",572
"13139001301","Census Tract 13.01","Hall County","Georgia","B02001_001","estimate",6170
"13139001301","Census Tract 13.01","Hall County","Georgia","B02001_003","estimate",315
"13139001302","Census Tract 13.02","Hall County","Georgia","B02001_001","estimate",5230
"13139001302","Census Tract 13.02","Hall County","Georgia","B02001_003","estimate",180
"13139001402","Census Tract 14.02","Hall County","Georgia","B02001_001","estimate",5485
"13139001402","Census Tract 14.02","Hall County","Georgia","B02001_003","estimate",180
"13139001403","Census Tract 14.03","Hall County","Georgia","B02001_001","estimate",3782
"13139001403","Census Tract 14.03","Hall County","Georgia","B02001_003","estimate",324
"13139001404","Census Tract 14.04","Hall County","Georgia","B02001_001","estimate",5301
"13139001404","Census Tract 14.04","Hall County","Georgia","B02001_003","estimate",480
"13139001501","Census Tract 15.01","Hall County","Georgia","B02001_001","estimate",4940
"13139001501","Census Tract 15.01","Hall County","Georgia","B02001_003","estimate",147
"13139001502","Census Tract 15.02","Hall County","Georgia","B02001_001","estimate",4598
"13139001502","Census Tract 15.02","Hall County","Georgia","B02001_003","estimate",96
"13139001603","Census Tract 16.03","Hall County","Georgia","B02001_001","estimate",5481
"13139001603","Census Tract 16.03","Hall County","Georgia","B02001_003","estimate",58
"13139001604","Census Tract 16.04","Hall County","Georgia","B02001_001","estimate",6825
"13139001604","Census Tract 16.04","Hall County","Georgia","B02001_003","estimate",481
"13139001605","Census Tract 16.05","Hall County","Georgia","B02001_001","estimate",5401
"13139001605","Census Tract 16.05","Hall County","Georgia","B02001_003","estimate",778
"13139001606","Census Tract 16.06","Hall County","Georgia","B02001_001","estimate",3681
"13139001606","Census Tract 16.06","Hall County","Georgia","B02001_003","estimate",389
"13139001607","Census Tract 16.07","Hall County","Georgia","B02001_001","estimate",4903
"13139001607","Census Tract 16.07","Hall County","Georgia","B02001_003","estimate",188
"13139001608","Census Tract 16.08","Hall County","Georgia","B02001_001","estimate",5876
"13139001608","Census Tract 16.08","Hall County","Georgia","B02001_003","estimate",256
"13141480300","Census Tract 4803","Hancock County","Georgia","B02001_001","estimate",2096
"13141480300","Census Tract 4803","Hancock County","Georgia","B02001_003","estimate",1123
"13141480400","Census Tract 4804","Hancock County","Georgia","B02001_001","estimate",6651
"13141480400","Census Tract 4804","Hancock County","Georgia","B02001_003","estimate",5297
"13143010100","Census Tract 101","Haralson County","Georgia","B02001_001","estimate",3689
"13143010100","Census Tract 101","Haralson County","Georgia","B02001_003","estimate",17
"13143010200","Census Tract 102","Haralson County","Georgia","B02001_001","estimate",6158
"13143010200","Census Tract 102","Haralson County","Georgia","B02001_003","estimate",65
"13143010301","Census Tract 103.01","Haralson County","Georgia","B02001_001","estimate",3447
"13143010301","Census Tract 103.01","Haralson County","Georgia","B02001_003","estimate",79
"13143010302","Census Tract 103.02","Haralson County","Georgia","B02001_001","estimate",7698
"13143010302","Census Tract 103.02","Haralson County","Georgia","B02001_003","estimate",413
"13143010400","Census Tract 104","Haralson County","Georgia","B02001_001","estimate",7675
"13143010400","Census Tract 104","Haralson County","Georgia","B02001_003","estimate",788
"13145120198","Census Tract 1201.98","Harris County","Georgia","B02001_001","estimate",5185
"13145120198","Census Tract 1201.98","Harris County","Georgia","B02001_003","estimate",1449
"13145120200","Census Tract 1202","Harris County","Georgia","B02001_001","estimate",3886
"13145120200","Census Tract 1202","Harris County","Georgia","B02001_003","estimate",646
"13145120300","Census Tract 1203","Harris County","Georgia","B02001_001","estimate",9102
"13145120300","Census Tract 1203","Harris County","Georgia","B02001_003","estimate",1149
"13145120401","Census Tract 1204.01","Harris County","Georgia","B02001_001","estimate",6383
"13145120401","Census Tract 1204.01","Harris County","Georgia","B02001_003","estimate",426
"13145120402","Census Tract 1204.02","Harris County","Georgia","B02001_001","estimate",8436
"13145120402","Census Tract 1204.02","Harris County","Georgia","B02001_003","estimate",1536
"13147960100","Census Tract 9601","Hart County","Georgia","B02001_001","estimate",5484
"13147960100","Census Tract 9601","Hart County","Georgia","B02001_003","estimate",281
"13147960200","Census Tract 9602","Hart County","Georgia","B02001_001","estimate",3568
"13147960200","Census Tract 9602","Hart County","Georgia","B02001_003","estimate",194
