"GEOID","tract","county","state","variable","indicator","value"
"13293010202","Census Tract 102.02","Upson County","Georgia","B02001_001","moe",277
"13293010202","Census Tract 102.02","Upson County","Georgia","B02001_003","moe",71
"13293010300","Census Tract 103","Upson County","Georgia","B02001_001","moe",357
"13293010300","Census Tract 103","Upson County","Georgia","B02001_003","moe",125
"13293010400","Census Tract 104","Upson County","Georgia","B02001_001","moe",532
"13293010400","Census Tract 104","Upson County","Georgia","B02001_003","moe",457
"13293010500","Census Tract 105","Upson County","Georgia","B02001_001","moe",524
"13293010500","Census Tract 105","Upson County","Georgia","B02001_003","moe",408
"13293010600","Census Tract 106","Upson County","Georgia","B02001_001","moe",189
"13293010600","Census Tract 106","Upson County","Georgia","B02001_003","moe",114
"13295020100","Census Tract 201","Walker County","Georgia","B02001_001","moe",541
"13295020100","Census Tract 201","Walker County","Georgia","B02001_003","moe",143
"13295020200","Census Tract 202","Walker County","Georgia","B02001_001","moe",347
"13295020200","Census Tract 202","Walker County","Georgia","B02001_003","moe",299
"13295020301","Census Tract 203.01","Walker County","Georgia","B02001_001","moe",565
"13295020301","Census Tract 203.01","Walker County","Georgia","B02001_003","moe",205
"13295020302","Census Tract 203.02","Walker County","Georgia","B02001_001","moe",584
"13295020302","Census Tract 203.02","Walker County","Georgia","B02001_003","moe",20
"13295020400","Census Tract 204","Walker County","Georgia","B02001_001","moe",314
"13295020400","Census Tract 204","Walker County","Georgia","B02001_003","moe",23
"13295020501","Census Tract 205.01","Walker County","Georgia","B02001_001","moe",655
"13295020501","Census Tract 205.01","Walker County","Georgia","B02001_003","moe",142
"13295020502","Census Tract 205.02","Walker County","Georgia","B02001_001","moe",631
"13295020502","Census Tract 205.02","Walker County","Georgia","B02001_003","moe",250
"13295020601","Census Tract 206.01","Walker County","Georgia","B02001_001","moe",539
"13295020601","Census Tract 206.01","Walker County","Georgia","B02001_003","moe",118
"13295020602","Census Tract 206.02","Walker County","Georgia","B02001_001","moe",401
"13295020602","Census Tract 206.02","Walker County","Georgia","B02001_003","moe",148
"13295020700","Census Tract 207","Walker County","Georgia","B02001_001","moe",361
"13295020700","Census Tract 207","Walker County","Georgia","B02001_003","moe",155
"13295020800","Census Tract 208","Walker County","Georgia","B02001_001","moe",275
"13295020800","Census Tract 208","Walker County","Georgia","B02001_003","moe",42
"13295020901","Census Tract 209.01","Walker County","Georgia","B02001_001","moe",798
"13295020901","Census Tract 209.01","Walker County","Georgia","B02001_003","moe",188
"13295020902","Census Tract 209.02","Walker County","Georgia","B02001_001","moe",234
"13295020902","Census Tract 209.02","Walker County","Georgia","B02001_003","moe",36
"13297110100","Census Tract 1101","Walton County","Georgia","B02001_001","moe",522
"13297110100","Census Tract 1101","Walton County","Georgia","B02001_003","moe",119
"13297110200","Census Tract 1102","Walton County","Georgia","B02001_001","moe",304
"13297110200","Census Tract 1102","Walton County","Georgia","B02001_003","moe",134
"13297110300","Census Tract 1103","Walton County","Georgia","B02001_001","moe",623
"13297110300","Census Tract 1103","Walton County","Georgia","B02001_003","moe",496
"13297110400","Census Tract 1104","Walton County","Georgia","B02001_001","moe",560
"13297110400","Census Tract 1104","Walton County","Georgia","B02001_003","moe",453
"13297110503","Census Tract 1105.03","Walton County","Georgia","B02001_001","moe",391
"13297110503","Census Tract 1105.03","Walton County","Georgia","B02001_003","moe",153
"13297110504","Census Tract 1105.04","Walton County","Georgia","B02001_001","moe",514
"13297110504","Census Tract 1105.04","Walton County","Georgia","B02001_003","moe",86
"13297110505","Census Tract 1105.05","Walton County","Georgia","B02001_001","moe",473
"13297110505","Census Tract 1105.05","Walton County","Georgia","B02001_003","moe",329
"13297110506","Census Tract 1105.06","Walton County","Georgia","B02001_001","moe",290
"13297110506","Census Tract 1105.06","Walton County","Georgia","B02001_003","moe",90
"13297110507","Census Tract 1105.07","Walton County","Georgia","B02001_001","moe",635
"13297110507","Census Tract 1105.07","Walton County","Georgia","B02001_003","moe",271
"13297110508","Census Tract 1105.08","Walton County","Georgia","B02001_001","moe",360
"13297110508","Census Tract 1105.08","Walton County","Georgia","B02001_003","moe",207
"13297110601","Census Tract 1106.01","Walton County","Georgia","B02001_001","moe",380
"13297110601","Census Tract 1106.01","Walton County","Georgia","B02001_003","moe",225
"13297110602","Census Tract 1106.02","Walton County","Georgia","B02001_001","moe",436
"13297110602","Census Tract 1106.02","Walton County","Georgia","B02001_003","moe",105
"13297110603","Census Tract 1106.03","Walton County","Georgia","B02001_001","moe",361
"13297110603","Census Tract 1106.03","Walton County","Georgia","B02001_003","moe",83
"13297110700","Census Tract 1107","Walton County","Georgia","B02001_001","moe",614
"13297110700","Census Tract 1107","Walton County","Georgia","B02001_003","moe",364
"13297110800","Census Tract 1108","Walton County","Georgia","B02001_001","moe",608
"13297110800","Census Tract 1108","Walton County","Georgia","B02001_003","moe",412
"13299950100","Census Tract 9501","Ware County","Georgia","B02001_001","moe",186
"13299950100","Census Tract 9501","Ware County","Georgia","B02001_003","moe",52
"13299950200","Census Tract 9502","Ware County","Georgia","B02001_001","moe",465
"13299950200","Census Tract 9502","Ware County","Georgia","B02001_003","moe",230
"13299950300","Census Tract 9503","Ware County","Georgia","B02001_001","moe",227
"13299950300","Census Tract 9503","Ware County","Georgia","B02001_003","moe",145
"13299950400","Census Tract 9504","Ware County","Georgia","B02001_001","moe",233
"13299950400","Census Tract 9504","Ware County","Georgia","B02001_003","moe",242
"13299950500","Census Tract 9505","Ware County","Georgia","B02001_001","moe",439
"13299950500","Census Tract 9505","Ware County","Georgia","B02001_003","moe",337
"13299950600","Census Tract 9506","Ware County","Georgia","B02001_001","moe",536
"13299950600","Census Tract 9506","Ware County","Georgia","B02001_003","moe",358
"13299950700","Census Tract 9507","Ware County","Georgia","B02001_001","moe",264
"13299950700","Census Tract 9507","Ware County","Georgia","B02001_003","moe",223
"13299950800","Census Tract 9508","Ware County","Georgia","B02001_001","moe",572
"13299950800","Census Tract 9508","Ware County","Georgia","B02001_003","moe",444
"13299950900","Census Tract 9509","Ware County","Georgia","B02001_001","moe",465
"13299950900","Census Tract 9509","Ware County","Georgia","B02001_003","moe",162
"13301970400","Census Tract 9704","Warren County","Georgia","B02001_001","moe",220
"13301970400","Census Tract 9704","Warren County","Georgia","B02001_003","moe",201
"13301970500","Census Tract 9705","Warren County","Georgia","B02001_001","moe",220
"13301970500","Census Tract 9705","Warren County","Georgia","B02001_003","moe",201
"13303950100","Census Tract 9501","Washington County","Georgia","B02001_001","moe",235
"13303950100","Census Tract 9501","Washington County","Georgia","B02001_003","moe",133
"13303950300","Census Tract 9503","Washington County","Georgia","B02001_001","moe",363
"13303950300","Census Tract 9503","Washington County","Georgia","B02001_003","moe",323
"13303950400","Census Tract 9504","Washington County","Georgia","B02001_001","moe",558
"13303950400","Census Tract 9504","Washington County","Georgia","B02001_003","moe",426
"13303950500","Census Tract 9505","Washington County","Georgia","B02001_001","moe",326
"13303950500","Census Tract 9505","Washington County","Georgia","B02001_003","moe",298
"13303950700","Census Tract 9507","Washington County","Georgia","B02001_001","moe",284
"13303950700","Census Tract 9507","Washington County","Georgia","B02001_003","moe",275
"13305970100","Census Tract 9701","Wayne County","Georgia","B02001_001","moe",404
"13305970100","Census Tract 9701","Wayne County","Georgia","B02001_003","moe",183
"13305970200","Census Tract 9702","Wayne County","Georgia","B02001_001","moe",712
"13305970200","Census Tract 9702","Wayne County","Georgia","B02001_003","moe",242
"13305970300","Census Tract 9703","Wayne County","Georgia","B02001_001","moe",465
"13305970300","Census Tract 9703","Wayne County","Georgia","B02001_003","moe",373
"13305970400","Census Tract 9704","Wayne County","Georgia","B02001_001","moe",341
"13305970400","Census Tract 9704","Wayne County","Georgia","B02001_003","moe",167
"13305970500","Census Tract 9705","Wayne County","Georgia","B02001_001","moe",497
"13305970500","Census Tract 9705","Wayne County","Georgia","B02001_003","moe",468
"13305970600","Census Tract 9706","Wayne County","Georgia","B02001_001","moe",378
"13305970600","Census Tract 9706","Wayne County","Georgia","B02001_003","moe",202
"13307960100","Census Tract 9601","Webster County","Georgia","B02001_001","moe",135
"13307960100","Census Tract 9601","Webster County","Georgia","B02001_003","moe",178
"13307960200","Census Tract 9602","Webster County","Georgia","B02001_001","moe",135
"13307960200","Census Tract 9602","Webster County","Georgia","B02001_003","moe",115
"13309780100","Census Tract 7801","Wheeler County","Georgia","B02001_001","moe",263
"13309780100","Census Tract 7801","Wheeler County","Georgia","B02001_003","moe",216
"13309780200","Census Tract 7802","Wheeler County","Georgia","B02001_001","moe",263
"13309780200","Census Tract 7802","Wheeler County","Georgia","B02001_003","moe",214
"13311950100","Census Tract 9501","White County","Georgia","B02001_001","moe",359
"13311950100","Census Tract 9501","White County","Georgia","B02001_003","moe",43
"13311950201","Census Tract 9502.01","White County","Georgia","B02001_001","moe",873
"13311950201","Census Tract 9502.01","White County","Georgia","B02001_003","moe",271
"13311950202","Census Tract 9502.02","White County","Georgia","B02001_001","moe",365
"13311950202","Census Tract 9502.02","White County","Georgia","B02001_003","moe",13
"13311950203","Census Tract 9502.03","White County","Georgia","B02001_001","moe",668
"13311950203","Census Tract 9502.03","White County","Georgia","B02001_003","moe",188
"13311950300","Census Tract 9503","White County","Georgia","B02001_001","moe",569
"13311950300","Census Tract 9503","White County","Georgia","B02001_003","moe",119
"13313000101","Census Tract 1.01","Whitfield County","Georgia","B02001_001","moe",528
"13313000101","Census Tract 1.01","Whitfield County","Georgia","B02001_003","moe",10
"13313000102","Census Tract 1.02","Whitfield County","Georgia","B02001_001","moe",645
"13313000102","Census Tract 1.02","Whitfield County","Georgia","B02001_003","moe",63
"13313000200","Census Tract 2","Whitfield County","Georgia","B02001_001","moe",440
"13313000200","Census Tract 2","Whitfield County","Georgia","B02001_003","moe",54
"13313000301","Census Tract 3.01","Whitfield County","Georgia","B02001_001","moe",412
"13313000301","Census Tract 3.01","Whitfield County","Georgia","B02001_003","moe",75
"13313000302","Census Tract 3.02","Whitfield County","Georgia","B02001_001","moe",663
"13313000302","Census Tract 3.02","Whitfield County","Georgia","B02001_003","moe",183
"13313000400","Census Tract 4","Whitfield County","Georgia","B02001_001","moe",1005
"13313000400","Census Tract 4","Whitfield County","Georgia","B02001_003","moe",247
"13313000501","Census Tract 5.01","Whitfield County","Georgia","B02001_001","moe",404
"13313000501","Census Tract 5.01","Whitfield County","Georgia","B02001_003","moe",47
"13313000502","Census Tract 5.02","Whitfield County","Georgia","B02001_001","moe",747
